Initials,DateBlkTrtmnt,Date,Block,Treatment,CountType,Insect.type,Concat_DBT_sp_num,DG_Spec_ID_code,Jaime_Family_ID.x,Jaime_Genus_ID.x,Jaime_Species_ID.x,Jaime_GenusSpeciesID.x,Jaime_Sex_ID.x,PlantCode.x,InsectGenus,InsectSpecies,TypeGenusSpeInsect,PhotoPacket,Idnotes,Sex,Count,PlantGenus,PlantSpecies,Pollen_Nectar,Idnumber,captured.,Notes.x,Jaime_Family_ID.y,Jaime_Genus_ID.y,Jaime_Species_ID.y,Jaime_GenusSpeciesID.y,Jaime_Sex_ID.y,PlantCode.y,DGPrelimFam,DGPrelimGenus,DGPrelimSp,DGPrelimGenSp,DGPrelimSex,...13,Notes.y
AD,26Aug2024lileh,26Aug2024,lile,h,N1,Bee,26Aug2024lilehp3,,,,,,,,Agapostemon,Texanus,Bee Agapostemon Texanus,,"dark line on tibia, half green",male,1,Symphyotrichum,chilense,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lileh,26Aug2024,lile,h,N1,Hoverfly,26Aug2024lilehp4,,,,,,,,Cheilosia,,Hoverfly Cheilosia ,26Aug2024lileHp4,,,1,Grindelia,hirsitula,,p4,yes,not positive about Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lileh,26Aug2024,lile,h,N2,Bee,26Aug2024lileh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Symphyotrichum,chilense,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lileh,26Aug2024,lile,h,N2,Unknown,26Aug2024lilehp5,,,,,,,,,,Unknown  ,26Aug2024lileHp5,,,1,Grindelia,hirsitula,,p5,yes,not a hoverfly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lileh,26Aug2024,lile,h,N2,Bee,26Aug2024lilehp6,,,,,,,,Agapostemon,Texanus,Bee Agapostemon Texanus,,"dark line on tibia, half green",male,1,Symphyotrichum,chilense,,p6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,snapshot,?,07Aug2024foscnh,,,,,,,,?,,? ? ,,,,1,Fragaria,vesca,,,,on leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N1,Bee,07Aug2024foscnhs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N1,Bee,07Aug2024foscnhs2,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N1,Bee,07Aug2024foscnhs3,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N1,Bee,07Aug2024foscnhs4,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s4,yes,on leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N1,Bee,07Aug2024foscnhs5,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N1,Bee,07Aug2024foscnhs6,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N1,Bee,07Aug2024foscnhs7,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s7,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N2,Bee,07Aug2024foscnh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,07Aug2024foscnh,07Aug2024,fosc,nh,N2,Bee,07Aug2024foscnhs8,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s8,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,03Jun2024foscc,03Jun2024,fosc,c,snapshot,,03Jun2024foscc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,03Jun2024foscc,03Jun2024,fosc,c,N1,,03Jun2024foscc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,03Jun2024foscc,03Jun2024,fosc,c,N2,,03Jun2024foscc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,19Aug2024fscgnh,19Aug2024,fscg,nh,snapshot,Wasp,19Aug2024fscgnh,,,,,,,,,,Wasp  ,,,,1,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,19Aug2024fscgnh,19Aug2024,fscg,nh,snapshot,Hoverfly,19Aug2024fscgnh,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,19Aug2024fscgnh,19Aug2024,fscg,nh,N1,Hoverfly,19Aug2024fscgnh,,,,,,,,,,Hoverfly  ,,,,1,Dahlia,,,,missed,flying leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,19Aug2024fscgnh,19Aug2024,fscg,nh,N1,Wasp,19Aug2024fscgnhp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,19AugfscgnhP1,"no diamond, backstraps, no checkmark",,1,Dahlia,,,p1,yes,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,19Aug2024fscgnh,19Aug2024,fscg,nh,N1,Bee,19Aug2024fscgnhs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,19Aug2024fscgnh,19Aug2024,fscg,nh,N1,Bee,19Aug2024fscgnh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,19Aug2024fscgnh,19Aug2024,fscg,nh,N2,Unsure,19Aug2024fscgnh,,,,,,,,,,Unsure  ,,,,1,Achillea,millefolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,14Aug2024wyweh,14Aug2024,wywe,h,snapshot,Bee,14Aug2024wyweh,,,,,,,,Bombus,,Bee Bombus ,,,,1,Symphyotrichum,chilense,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,14Aug2024wyweh,14Aug2024,wywe,h,N1,,14Aug2024wyweh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,14Aug2024wyweh,14Aug2024,wywe,h,N2,,14Aug2024wyweh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024pagonh,18Sep2024,pago,nh,snapshot,Wasp,18Sep2024pagonh,,,,,,,,Vespula,,Wasp Vespula ,,,,1,Grevillea,lanigera,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024pagonh,18Sep2024,pago,nh,N1,Wasp,18Sep2024pagonhp1,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,18Sep2024pagoNHp1,"diamond on T1, full goggles, yellow on scapes",,1,Grevillea,lanigera,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024pagonh,18Sep2024,pago,nh,N1,Wasp,18Sep2024pagonhp2,,,,,,,,Vespula,germanica,Wasp Vespula germanica,18Sep2024pagoNHp2,"diamond, broken goggles",,1,Grevillea,lanigera,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024pagonh,18Sep2024,pago,nh,N1,Wasp,18Sep2024pagonh,,,,,,,,Vespula,,Wasp Vespula ,,,,1,Grevillea,lanigera,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024pagonh,18Sep2024,pago,nh,N2,Wasp,18Sep2024pagonhp3,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,18Sep2024pagoNHp3,"diamond, full goggles, yellow on scapes",,1,Grevillea,lanigera,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024pagonh,18Sep2024,pago,nh,N2,Wasp,18Sep2024pagonh,,,,,,,,Vespula,,Wasp Vespula ,,,,1,Grevillea,lanigera,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,snapshot,,24Jun2024fscgh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N1,Bee,24Jun2024fscghs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Cataria,nepeta,,s1,yes,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N1,Bee,24Jun2024fscghs2,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Cataria,nepeta,,s2,yes,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N2,Unknown,24Jun2024fscgh,,,,,,,,"small, dark",,"Unknown small, dark ",,,,1,Phacelia,californica,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N2,Bee,24Jun2024fscghp1,,,,,,,,Bombus,vos/calig,Bee Bombus vos/calig,,"shaggy, yellow T4 & S4, 13 flagimere cells",male,1,Horkelia,californica,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N2,Bee,24Jun2024fscghs3,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Phacelia,californica,,s3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N2,Bee,24Jun2024fscgh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Fragaria,,,,missed,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N2,Bee,24Jun2024fscghs4,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,s4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N2,Bee,24Jun2024fscghs5,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,s5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgh,24Jun2024,fscg,h,N2,Bee,24Jun2024fscghs6,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Phacelia,californica,,s6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgc,24Jun2024,fscg,c,snapshot,,24Jun2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgc,24Jun2024,fscg,c,N1,,24Jun2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgc,24Jun2024,fscg,c,N2,,24Jun2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,snapshot,Hoverfly,24Jun2024fscgnh,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,snapshot,Unknown,24Jun2024fscgnh,,,,,,,,,,Unknown  ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,snapshot,Bee/Wasp,24Jun2024fscgnh,,,,,,,,,,Bee/Wasp  ,,,,1,Digitalis (white),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N1,Hoverfly,24Jun2024fscgnh,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N1,Hoverfly,24Jun2024fscgnh,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N2,Bee,24Jun2024fscgnh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,,misseed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N2,Bee,24Jun2024fscgnhs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Digitalis (white),,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N2,Bee,24Jun2024fscgnhs2,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Digitalis (white),,,s2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N2,Bee,24Jun2024fscgnhs3,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,s3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N2,Bee,24Jun2024fscgnhs4,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,s4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N2,Bee,24Jun2024fscgnhs5,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,s5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Jun2024fscgnh,24Jun2024,fscg,nh,N2,Bee,24Jun2024fscgnhs6,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,s6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Jun2024stavnh,25Jun2024,stav,nh,snapshot,,25Jun2024stavnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Jun2024stavnh,25Jun2024,stav,nh,N1,Wasp,25Jun2024stavnhp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,25Jun2024stavNHp1,"continuous yellow, no diamond, backstraps",,1,Hydrangea,quercifolia,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Jun2024stavnh,25Jun2024,stav,nh,N1,Hoverfly,25Jun2024stavnhp2,,,,,,,,Allograpta,,Hoverfly Allograpta ,25Jun2024stavNHp2,,,1,Achillea,millefolium,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,25Jun2024stavnh,25Jun2024,stav,nh,N2,Bee,25Jun2024stavnh,,,,,,,,Bombus,,Bee Bombus ,,,,1,Sidalcea,malviflora,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Jul2024pagoc,31Jul2024,pago,c,snapshot,,31Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Jul2024pagoc,31Jul2024,pago,c,N1,,31Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Jul2024pagoc,31Jul2024,pago,c,N2,,31Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,22May2024lilec,22May2024,lile,c,snapshot,,22May2024lilec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,22May2024lilec,22May2024,lile,c,N1,,22May2024lilec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,22May2024lilec,22May2024,lile,c,N2,,22May2024lilec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Apr2024stavnh,08Apr2024,stav,nh,snapshot,,08Apr2024stavnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Apr2024stavnh,08Apr2024,stav,nh,N1,,08Apr2024stavnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Apr2024stavnh,08Apr2024,stav,nh,N2,,08Apr2024stavnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,12Aug2024shtac,12Aug2024,shta,c,snapshot,,12Aug2024shtac,,,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,12Aug2024shtac,12Aug2024,shta,c,N1,,12Aug2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,12Aug2024shtac,12Aug2024,shta,c,N2,,12Aug2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,27Aug2024shtac,27Aug2024,shta,c,snapshot,,27Aug2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,27Aug2024shtac,27Aug2024,shta,c,N1,,27Aug2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,27Aug2024shtac,27Aug2024,shta,c,N2,,27Aug2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Mar2024shtac,31Mar2024,shta,c,snapshot,,31Mar2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Mar2024shtac,31Mar2024,shta,c,N1,,31Mar2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Mar2024shtac,31Mar2024,shta,c,N2,,31Mar2024shtac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,snapshot,Bee,23Sep2024shtah,,,,,,,,"small, dark",,"Bee small, dark ",,,,2,Grindelia,stricta,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,snapshot,Butterfly,23Sep2024shtah,,,,,,,,fiery skipper,,Butterfly fiery skipper ,,,,1,Symphyotrichum,chilense,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Bee,23Sep2024shtah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,NZ flax leaves?,,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Bee,23Sep2024shtahs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,stricta,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Bee,23Sep2024shtahp1,,,,,,,,Apis,mellifera,Bee Apis mellifera,,corbicula,female,1,Grindelia,stricta,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Bee,23Sep2024shtahp2,,,,,,,,Apis,mellifera,Bee Apis mellifera,,corbicula,female,1,Symphyotrichum,chilense,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Bee,23Sep2024shtahp3,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Grindelia,stricta,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Bee,23Sep2024shtah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,stricta,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Butterfly,23Sep2024shtahp4,,,,,,,,fiery skipper,,Butterfly fiery skipper ,,,,1,Grindelia,stricta,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Butterfly,23Sep2024shtahp5,,,,,,,,fiery skipper,,Butterfly fiery skipper ,,,,1,Symphyotrichum,chilense,,p5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N1,Bee,23Sep2024shtahs2,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,stricta,,s2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N2,Bee,23Sep2024shtah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,stricta,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N2,Unknown,23Sep2024shtah,,,,,,,,,,Unknown  ,,,,1,Grindelia,stricta,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N2,Bombus,23Sep2024shtahp6,,,,,,,,,vos/calig,Bombus  vos/calig,,"13 flagimere cells, T4 yellow, yellow sternites",male,1,Grindelia,stricta,,p6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N2,Bee,23Sep2024shtah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,stricta,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N2,Bee/Wasp,23Sep2024shtah,,,,,,,,striped,,Bee/Wasp striped ,,,,1,Grindelia,stricta,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N2,Bee,23Sep2024shtah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Grindelia,stricta,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,23Sep2024shtah,23Sep2024,shta,h,N2,Bee,23Sep2024shtah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,stricta,,,missed,on leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,17Jun2024shtah,17Jun2024,shta,h,snapshot,Hoverfly,17Jun2024shtah,,,,,,,,,,Hoverfly  ,,,,1,Horkelia,californica,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,17Jun2024shtah,17Jun2024,shta,h,snapshot,Bombus,17Jun2024shtah,,,,,,,,,,Bombus  ,,,,2,Horkelia,californica,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,17Jun2024shtah,17Jun2024,shta,h,N1,Bombus,17Jun2024shtahp1,,,,,,,,,vosnesenskii,Bombus  vosnesenskii,,"yellow face and thorax, but not yellow underneath",female,1,Horkelia,californica,,p1,yes,pollen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,17Jun2024shtah,17Jun2024,shta,h,N1,Bombus,17Jun2024shtahp2,,,,,,,,,vosnesenskii,Bombus  vosnesenskii,,"yellow face and thorax, but not yellow underneath",female,1,Horkelia,californica,,p2,yes,pollen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,17Jun2024shtah,17Jun2024,shta,h,N1,Bombus,17Jun2024shtahp3,,,,,,,,,vosnesenskii,Bombus  vosnesenskii,,"yellow face and thorax, but not yellow underneath",female,1,Horkelia,californica,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,17Jun2024shtah,17Jun2024,shta,h,N1,Bombus,17Jun2024shtahp4,,,,,,,,,vos/calig,Bombus  vos/calig,,"yellow face and thorax, yellow underside, no corbicula",male,1,Horkelia,californica,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,17Jun2024shtah,17Jun2024,shta,h,N1,Bombus,17Jun2024shtahp5,,,,,,,,,melanopygus,Bombus  melanopygus,,"T1 & T4 yellow, center of thorax is surrounded by yellow, corbicula",female,1,Horkelia,californica,,p5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
